Nome,Sobrenome,Email,Cidade,Estado
Luiza,Pereira,LuizaBarbosaPereira@fleckens.hu,Mogi-Mirim,SP
Luiz,Lima,LuizRochaLima@teleworm.us,São João Del Rei,MG
Alice,Santos,AliceGomesSantos@superrito.com,São Gonçalo,RJ
Camila,Pereira,CamilaGoncalvesPereira@armyspy.com,São Bernardo do Campo,SP
Gustavo,Martins,GustavoAraujoMartins@gustr.com,São Luís,MA
Brenda,Costa,BrendaAlmeidaCosta@teleworm.us,Bauru,SP
Rafaela,Carvalho,RafaelaCastroCarvalho@fleckens.hu,Salvador,BA
Gabrielly,Carvalho,GabriellyCunhaCarvalho@jourrapide.com,Belém,PA
Rafael,Sousa,RafaelRochaSousa@cuvox.de,Tubarão,SC
Sofia,Dias,SofiaSilvaDias@dayrep.com,Timon,MA
Breno,Carvalho,BrenoRibeiroCarvalho@einrot.com,São Paulo,SP
Yasmin,Cunha,YasminSousaCunha@teleworm.us,Curitiba,PR
Bruna,Sousa,BrunaPereiraSousa@dayrep.com,Salto,SP
Luiza,Dias,LuizaRibeiroDias@jourrapide.com,Itapetininga,SP
Carlos,Ribeiro,CarlosCunhaRibeiro@dayrep.com,Curitiba,PR
Raissa,Araujo,RaissaCorreiaAraujo@cuvox.de,Blumenau,SC
Bianca,Cunha,BiancaCavalcantiCunha@jourrapide.com,Barbacena,MG
Bianca,Goncalves,BiancaCorreiaGoncalves@rhyta.com,São José dos Campos,SP
Aline,Fernandes,AlineGoncalvesFernandes@superrito.com,Recife,PE
Gustavo,Alves,GustavoLimaAlves@einrot.com,Salvador,BA
Lucas,Sousa,LucasAraujoSousa@rhyta.com,Fortaleza,CE
Victor,Sousa,VictorFerreiraSousa@armyspy.com,Rio de Janeiro,RJ
Guilherme,Rocha,GuilhermeCorreiaRocha@fleckens.hu,Divinópolis,MG
André,Lima,AndrePintoLima@rhyta.com,Brusque,SC
Rodrigo,Pereira,RodrigoMeloPereira@dayrep.com,Palhoça,SC
Joao,Cavalcanti,JoaoMeloCavalcanti@superrito.com,Campinas,SP
Bruno,Silva,BrunoBarrosSilva@superrito.com,Manaus,AM
Beatrice,Correia,BeatriceGoncalvesCorreia@rhyta.com,Bauru,SP
Mariana,Sousa,MarianaAlvesSousa@superrito.com,São Paulo,SP
Enzo,Ferreira,EnzoCastroFerreira@armyspy.com,Leme,SP
João,Gomes,JoaoDiasGomes@superrito.com,São Paulo,SP
Breno,Barros,BrenoGomesBarros@armyspy.com,Curitiba,PR
Douglas,Correia,DouglasCarvalhoCorreia@einrot.com,Ribeirão das Neves,MG
Júlia,Melo,JuliaCavalcantiMelo@fleckens.hu,Arapiraca,AL
Erick,Rocha,ErickSousaRocha@teleworm.us,Teófilo Otoni,MG
Alex,Alves,AlexRibeiroAlves@fleckens.hu,Jaboatão dos Guararapes,PE
Gabriela,Melo,GabrielaSousaMelo@fleckens.hu,Caruaru,PE
Julieta,Santos,JulietaSilvaSantos@jourrapide.com,Toledo,PR
Gustavo,Cardoso,GustavoCastroCardoso@gustr.com,Porto Alegre,RS
Vinícius,Silva,ViniciusCavalcantiSilva@cuvox.de,Betim,MG
Beatrice,Pinto,BeatriceSantosPinto@dayrep.com,São Paulo,SP
Isabelle,Barros,IsabelleMartinsBarros@gustr.com,Bagé,RS
Igor,Sousa,IgorAlmeidaSousa@einrot.com,Brusque,SC
Vinícius,Barros,ViniciusDiasBarros@armyspy.com,Nova Friburgo,RJ
Alice,Almeida,AliceGoncalvesAlmeida@armyspy.com,Petrolina,PE
Alex,Sousa,AlexRodriguesSousa@cuvox.de,Palmas,TO
Martim,Cavalcanti,MartimMeloCavalcanti@gustr.com,Americana,SP
Otávio,Lima,OtavioCostaLima@cuvox.de,Taguatinga,DF
Larissa,Azevedo,LarissaAlvesAzevedo@gustr.com,São Paulo,SP
Gustavo,Araujo,GustavoDiasAraujo@jourrapide.com,Serra,ES
Rodrigo,Oliveira,RodrigoCunhaOliveira@teleworm.us,Florianópolis,SC
Luiz,Castro,LuizAlvesCastro@fleckens.hu,São Paulo,SP
Nicole,Correia,NicoleBarbosaCorreia@einrot.com,Cariacica,ES
Cauã,Castro,CauaBarrosCastro@fleckens.hu,Juiz de Fora,MG
Bruna,Correia,BrunaBarrosCorreia@gustr.com,Poá,SP
Aline,Lima,AlineSantosLima@rhyta.com,São Paulo,SP
Tomás,Barros,TomasPintoBarros@jourrapide.com,Suzano,SP
Leonardo,Oliveira,LeonardoRodriguesOliveira@cuvox.de,Rio de Janeiro,RJ
Vitoria,Pereira,VitoriaBarrosPereira@fleckens.hu,Igarassu,PE
Martim,Almeida,MartimPintoAlmeida@teleworm.us,Capão Bonito,SP
Vitória,Barros,VitoriaCostaBarros@rhyta.com,Bauru,SP
Luana,Ribeiro,LuanaBarbosaRibeiro@rhyta.com,Rio Claro,SP
Matheus,Pinto,MatheusCostaPinto@gustr.com,Planaltina de Goiás,GO
Ágatha,Lima,AgathaSilvaLima@rhyta.com,Amparo,SP
André,Goncalves,AndreSouzaGoncalves@superrito.com,Passo Fundo,RS
Daniel,Costa,DanielGomesCosta@rhyta.com,Vitória da Conquista,BA
Tiago,Rocha,TiagoCardosoRocha@einrot.com,Uberaba,MG
Beatrice,Almeida,BeatricePintoAlmeida@teleworm.us,Porto Alegre,RS
Luana,Rodrigues,LuanaRochaRodrigues@fleckens.hu,Camaçari,BA
Emilly,Gomes,EmillyPintoGomes@dayrep.com,Vila Velha,ES
Carlos,Castro,CarlosAlmeidaCastro@gustr.com,Araguaína,TO
Vinicius,Sousa,ViniciusCastroSousa@armyspy.com,São Paulo,SP
Thiago,Cunha,ThiagoSilvaCunha@cuvox.de,Fortaleza,CE
Kauã,Castro,KauaCavalcantiCastro@gustr.com,Rio de Janeiro,RJ
Rafael,Rocha,RafaelCostaRocha@cuvox.de,Campinas,SP
Kaua,Santos,KauaFerreiraSantos@superrito.com,Salvador,BA
Sarah,Cunha,SarahGomesCunha@cuvox.de,Alagoinhas,BA
Nicolash,Silva,NicolashOliveiraSilva@superrito.com,Barbacena,MG
Estevan,Barbosa,EstevanMeloBarbosa@dayrep.com,Novo Gama,GO
Sophia,Cardoso,SophiaGoncalvesCardoso@jourrapide.com,Itajaí,SC
Victor,Lima,VictorCastroLima@gustr.com,Volta Redonda,RJ
Marisa,Pereira,MarisaBarrosPereira@dayrep.com,Vila Velha,ES
Vitor,Alves,VitorAraujoAlves@teleworm.us,São Paulo,SP
Marina,Ferreira,MarinaMeloFerreira@cuvox.de,Goiânia,GO
Tânia,Cardoso,TaniaMartinsCardoso@teleworm.us,Belo Horizonte,MG
Vitória,Goncalves,VitoriaMeloGoncalves@jourrapide.com,Ribeirão das Neves,MG
Thaís,Araujo,ThaisDiasAraujo@dayrep.com,Caucaia,CE
Marina,Carvalho,MarinaRibeiroCarvalho@jourrapide.com,Mossoró,RN
Vitór,Araujo,VitorAzevedoAraujo@jourrapide.com,Nova Iguaçu,RJ
Kauê,Almeida,KaueCardosoAlmeida@fleckens.hu,Ituiutaba,MG
Bruno,Carvalho,BrunoSousaCarvalho@gustr.com,Serra,ES
Marina,Cavalcanti,MarinaSilvaCavalcanti@rhyta.com,Araxá,MG
Ágatha,Correia,AgathaOliveiraCorreia@teleworm.us,Cruzeiro,SP
Nicolash,Martins,NicolashCorreiaMartins@jourrapide.com,Sorocaba,SP
Julian,Cavalcanti,JulianFerreiraCavalcanti@rhyta.com,São Luís,MA
Isabela,Lima,IsabelaFernandesLima@gustr.com,São Paulo,SP
Maria,Castro,MariaBarbosaCastro@fleckens.hu,São Paulo,SP
Manuela,Sousa,ManuelaBarrosSousa@rhyta.com,São Paulo,SP
Emilly,Goncalves,EmillySouzaGoncalves@einrot.com,Salvador,BA
Ágatha,Correia,AgathaCavalcantiCorreia@fleckens.hu,Campinas,SP
Breno,Pereira,BrenoBarbosaPereira@rhyta.com,Americana,SP
Lara,Araujo,LaraCunhaAraujo@dayrep.com,Timóteo,MG
Thaís,Dias,ThaisCastroDias@armyspy.com,Ribeirão das Neves,MG
Kauã,Carvalho,KauaSantosCarvalho@fleckens.hu,Vitória de Santo Antão,PE
Nicolash,Souza,NicolashBarbosaSouza@rhyta.com,Telêmaco Borba,PR
Luiz,Cardoso,LuizCunhaCardoso@fleckens.hu,Recife,PE
Evelyn,Fernandes,EvelynCardosoFernandes@rhyta.com,São Luís,MA
Martim,Azevedo,MartimAlmeidaAzevedo@armyspy.com,Salvador,BA
Aline,Souza,AlineCorreiaSouza@armyspy.com,Itumbiara,GO
Alex,Almeida,AlexAlvesAlmeida@superrito.com,Porto Alegre,RS
Fernanda,Dias,FernandaRodriguesDias@rhyta.com,Araçatuba,SP
Cauã,Correia,CauaAzevedoCorreia@einrot.com,Nova Iguaçu,RJ
Rafael,Ribeiro,RafaelBarrosRibeiro@rhyta.com,Vitória,ES
Eduarda,Barbosa,EduardaRibeiroBarbosa@superrito.com,Macapá,AP
Carlos,Gomes,CarlosFerreiraGomes@cuvox.de,Belo Horizonte,MG
Vinicius,Pereira,ViniciusGoncalvesPereira@fleckens.hu,Guarapari,ES
Evelyn,Castro,EvelynGoncalvesCastro@armyspy.com,Franca,SP
Breno,Cunha,BrenoPereiraCunha@armyspy.com,Goiânia,GO
Isabelle,Castro,IsabelleRodriguesCastro@einrot.com,Brasília,DF
Laura,Barros,LauraOliveiraBarros@superrito.com,Tubarão,SC
Vitória,Azevedo,VitoriaSouzaAzevedo@fleckens.hu,São Paulo,SP
Cauã,Correia,CauaBarrosCorreia@teleworm.us,Manaus,AM
Gabrielle,Melo,GabrielleFerreiraMelo@gustr.com,Londrina,PR
Nicolash,Alves,NicolashSantosAlves@dayrep.com,São Paulo,SP
José,Ribeiro,JoseSouzaRibeiro@fleckens.hu,Belo Horizonte,MG
Marcos,Gomes,MarcosSilvaGomes@teleworm.us,Teresina,PI
Matilde,Azevedo,MatildeSousaAzevedo@gustr.com,Campinas,SP
Carolina,Barbosa,CarolinaFernandesBarbosa@gustr.com,Brasília,DF
Leonardo,Rocha,LeonardoFernandesRocha@teleworm.us,Goiânia,GO
Gabrielly,Silva,GabriellyMartinsSilva@cuvox.de,Porto Alegre,RS
Alice,Melo,AliceAzevedoMelo@superrito.com,Campinas,SP
Luiz,Costa,LuizPereiraCosta@teleworm.us,Ourinhos,SP
Brenda,Alves,BrendaRodriguesAlves@einrot.com,Fortaleza,CE
Otávio,Almeida,OtavioFerreiraAlmeida@teleworm.us,São José dos Campos,SP
Daniel,Carvalho,DanielDiasCarvalho@jourrapide.com,São João de Meriti,RJ
Brenda,Castro,BrendaOliveiraCastro@dayrep.com,Caruaru,PE
Lucas,Melo,LucasRodriguesMelo@armyspy.com,Sorocaba,SP
Bianca,Souza,BiancaSilvaSouza@fleckens.hu,Duque de Caxias,RJ
Melissa,Martins,MelissaBarbosaMartins@einrot.com,Jaboatão dos Guararapes,PE
Luís,Goncalves,LuisRodriguesGoncalves@superrito.com,Uberlândia,MG
Anna,Cavalcanti,AnnaAzevedoCavalcanti@fleckens.hu,Contagem,MG
Mariana,Carvalho,MarianaCavalcantiCarvalho@rhyta.com,Salvador,BA
Vitór,Dias,VitorCunhaDias@gustr.com,Manaus,AM
Douglas,Silva,DouglasRochaSilva@fleckens.hu,Belém,PA
Murilo,Castro,MuriloCorreiaCastro@fleckens.hu,Belo Horizonte,MG
Lucas,Rodrigues,LucasBarbosaRodrigues@gustr.com,Guarulhos,SP
Gustavo,Rocha,GustavoPintoRocha@cuvox.de,Goiânia,GO
Nicole,Lima,NicoleBarrosLima@rhyta.com,Belo Horizonte,MG
Tiago,Azevedo,TiagoDiasAzevedo@armyspy.com,Alagoinhas,BA
Vitór,Goncalves,VitorSouzaGoncalves@teleworm.us,Caruaru,PE
Matilde,Ribeiro,MatildePereiraRibeiro@einrot.com,Avaré,SP
Murilo,Pereira,MuriloMartinsPereira@rhyta.com,Florianópolis,SC
Luiz,Fernandes,LuizMeloFernandes@superrito.com,Rio de Janeiro,RJ
Luís,Cardoso,LuisPintoCardoso@jourrapide.com,Campo Grande,MS
Rodrigo,Azevedo,RodrigoGoncalvesAzevedo@superrito.com,Igarassu,PE
Luis,Lima,LuisCostaLima@dayrep.com,Montes Claros,MG
Breno,Lima,BrenoCunhaLima@rhyta.com,Rio de Janeiro,RJ
Vinícius,Ferreira,ViniciusLimaFerreira@fleckens.hu,Manaus,AM
Júlio,Cardoso,JulioAlmeidaCardoso@fleckens.hu,São Bernardo do Campo,SP
Lucas,Barbosa,LucasCastroBarbosa@rhyta.com,São Paulo,SP
Paulo,Rodrigues,PauloDiasRodrigues@rhyta.com,Pará de Minas,MG
Thaís,Cavalcanti,ThaisRodriguesCavalcanti@teleworm.us,Guarulhos,SP
Julia,Costa,JuliaMartinsCosta@fleckens.hu,Crato,CE
João,Martins,JoaoSantosMartins@jourrapide.com,Rio de Janeiro,RJ
Mariana,Lima,MarianaMeloLima@armyspy.com,Jaboatão dos Guararapes,PE
Beatrice,Pinto,BeatriceCorreiaPinto@rhyta.com,Anápolis,GO
Rafaela,Correia,RafaelaCarvalhoCorreia@fleckens.hu,Birigüi,SP
Manuela,Alves,ManuelaMartinsAlves@dayrep.com,Caxias,MA
Ágatha,Silva,AgathaBarrosSilva@cuvox.de,Caxias do Sul,RS
Kauê,Oliveira,KaueFerreiraOliveira@dayrep.com,Blumenau,SC
Julia,Almeida,JuliaSantosAlmeida@cuvox.de,Recife,PE
Luis,Santos,LuisAlvesSantos@gustr.com,Hortolândia,SP
Matheus,Souza,MatheusFerreiraSouza@fleckens.hu,Goiânia,GO
Gustavo,Santos,GustavoDiasSantos@superrito.com,Contagem,MG
Matilde,Correia,MatildeAraujoCorreia@teleworm.us,Manaus,AM
Sofia,Castro,SofiaCorreiaCastro@dayrep.com,Cabo de Santo Agostinho,PE
Larissa,Dias,LarissaCorreiaDias@rhyta.com,Caruaru,PE
Breno,Carvalho,BrenoGomesCarvalho@gustr.com,Mogi-Guaçu,SP
Rafaela,Rodrigues,RafaelaMeloRodrigues@dayrep.com,Maceió,AL
Leila,Correia,LeilaCavalcantiCorreia@gustr.com,Itabira,MG
Vitor,Costa,VitorSouzaCosta@jourrapide.com,Ourinhos,SP
Antônio,Souza,AntonioOliveiraSouza@gustr.com,Governador Valadares,MG
Vinícius,Barros,ViniciusGomesBarros@teleworm.us,São Paulo,SP
Vinícius,Barbosa,ViniciusGomesBarbosa@superrito.com,Ananindeua,PA
Vinicius,Carvalho,ViniciusCostaCarvalho@armyspy.com,Ribeirão Preto,SP
Eduardo,Santos,EduardoAlmeidaSantos@fleckens.hu,São Paulo,SP
Lara,Carvalho,LaraCorreiaCarvalho@gustr.com,Jaboatão dos Guararapes,PE
Gustavo,Gomes,GustavoSousaGomes@superrito.com,Belo Horizonte,MG
Isabelle,Santos,IsabelleLimaSantos@superrito.com,Salvador,BA
Kauê,Araujo,KauePereiraAraujo@einrot.com,Serra,ES
Mateus,Fernandes,MateusAzevedoFernandes@rhyta.com,Jaboatão dos Guararapes,PE
Danilo,Carvalho,DaniloDiasCarvalho@gustr.com,Santana de Parnaíba,SP
Kai,Souza,KaiAraujoSouza@einrot.com,Taguatinga,DF
Enzo,Almeida,EnzoCorreiaAlmeida@jourrapide.com,Itaquaquecetuba,SP
Carolina,Barbosa,CarolinaRodriguesBarbosa@jourrapide.com,Piraquara,PR
Júlia,Santos,JuliaRodriguesSantos@rhyta.com,Lago Sul,DF
Fernanda,Santos,FernandaMeloSantos@gustr.com,Franca,SP
Kaua,Ribeiro,KauaSantosRibeiro@jourrapide.com,Rio Claro,SP
Pedro,Melo,PedroCavalcantiMelo@armyspy.com,Timon,MA
Tiago,Fernandes,TiagoCastroFernandes@jourrapide.com,Natal,RN
Aline,Azevedo,AlineMeloAzevedo@armyspy.com,Campinas,SP
Letícia,Castro,LeticiaSousaCastro@dayrep.com,Campina Grande,PB
Davi,Lima,DaviCarvalhoLima@superrito.com,Rio de Janeiro,RJ
André,Melo,AndreGomesMelo@dayrep.com,Colatina,ES
Kai,Martins,KaiMeloMartins@cuvox.de,Itabuna,BA
Matheus,Cavalcanti,MatheusSousaCavalcanti@cuvox.de,Belo Horizonte,MG
Lucas,Cunha,LucasMartinsCunha@dayrep.com,Ponta Grossa,PR
Antônio,Cavalcanti,AntonioAraujoCavalcanti@cuvox.de,Tucuruí,PA
Daniel,Cunha,DanielAraujoCunha@teleworm.us,Campos dos Goytacazes,RJ
Ryan,Castro,RyanSouzaCastro@dayrep.com,São José,SC
Beatrice,Ribeiro,BeatricePintoRibeiro@armyspy.com,Lages,SC
Igor,Araujo,IgorAzevedoAraujo@superrito.com,Curitiba,PR
Carla,Ribeiro,CarlaGomesRibeiro@dayrep.com,Itaquaquecetuba,SP
Luan,Gomes,LuanPintoGomes@jourrapide.com,São José do Rio Preto,SP
Kauê,Ferreira,KauePereiraFerreira@superrito.com,Joinville,SC
Diogo,Pinto,DiogoAzevedoPinto@einrot.com,Piraquara,PR
Aline,Sousa,AlineRodriguesSousa@dayrep.com,Goiânia,GO
Sophia,Pereira,SophiaCavalcantiPereira@teleworm.us,Barra Mansa,RJ
Rafaela,Sousa,RafaelaBarbosaSousa@dayrep.com,Florianópolis,SC
Brenda,Goncalves,BrendaPintoGoncalves@superrito.com,Tatuí,SP
Beatrice,Cavalcanti,BeatriceFernandesCavalcanti@teleworm.us,Brusque,SC
Kauê,Costa,KaueFernandesCosta@rhyta.com,São Paulo,SP
Larissa,Ribeiro,LarissaGomesRibeiro@einrot.com,Vitória,ES
Kauan,Fernandes,KauanPintoFernandes@superrito.com,Santos,SP
Ana,Azevedo,AnaAlmeidaAzevedo@superrito.com,São José dos Campos,SP
Beatrice,Pereira,BeatriceCunhaPereira@armyspy.com,São Paulo,SP
Luiza,Dias,LuizaSilvaDias@superrito.com,Recife,PE
Eduardo,Oliveira,EduardoSousaOliveira@jourrapide.com,Macaé,RJ
Julia,Barbosa,JuliaOliveiraBarbosa@teleworm.us,Itu,SP
Joao,Sousa,JoaoGomesSousa@jourrapide.com,Guarulhos,SP
Estevan,Pereira,EstevanOliveiraPereira@armyspy.com,Natal,RN
Luís,Carvalho,LuisLimaCarvalho@armyspy.com,Vitória,ES
Marcos,Cunha,MarcosAlmeidaCunha@dayrep.com,Tubarão,SC
Davi,Goncalves,DaviAlmeidaGoncalves@superrito.com,Teófilo Otoni,MG
Ryan,Barros,RyanCavalcantiBarros@fleckens.hu,Itapetininga,SP
Matheus,Melo,MatheusSousaMelo@dayrep.com,Natal,RN
Nicolash,Rocha,NicolashAlvesRocha@superrito.com,São Paulo,SP
Matilde,Barbosa,MatildePereiraBarbosa@armyspy.com,Alvorada,RS
Gustavo,Souza,GustavoRibeiroSouza@superrito.com,Salvador,BA
Carolina,Cardoso,CarolinaRochaCardoso@cuvox.de,Santa Maria,RS
Miguel,Correia,MiguelRibeiroCorreia@armyspy.com,Campinas,SP
Larissa,Rocha,LarissaRodriguesRocha@gustr.com,Araraquara,SP
Maria,Barbosa,MariaLimaBarbosa@einrot.com,Vitória,ES
Kaua,Martins,KauaCunhaMartins@superrito.com,São Paulo,SP
Renan,Correia,RenanCastroCorreia@rhyta.com,São Lourenço da Mata,PE
Leila,Almeida,LeilaSousaAlmeida@teleworm.us,Bauru,SP
Samuel,Barros,SamuelFernandesBarros@dayrep.com,Curitiba,PR
Matheus,Barros,MatheusRodriguesBarros@jourrapide.com,Uberaba,MG
Douglas,Carvalho,DouglasSantosCarvalho@dayrep.com,Garanhuns,PE
Leonor,Ribeiro,LeonorCavalcantiRibeiro@superrito.com,Taguatinga,DF
Marina,Alves,MarinaCunhaAlves@dayrep.com,Várzea Grande,MT
Marcos,Araujo,MarcosSouzaAraujo@fleckens.hu,Fortaleza,CE
Diogo,Correia,DiogoBarbosaCorreia@jourrapide.com,Cruz Alta,RS
Alice,Ferreira,AliceLimaFerreira@rhyta.com,Uberaba,MG
Thiago,Pinto,ThiagoCarvalhoPinto@cuvox.de,Vitória,ES
Julieta,Ferreira,JulietaGoncalvesFerreira@armyspy.com,Itaguaí,RJ
Tânia,Araujo,TaniaSantosAraujo@teleworm.us,Valinhos,SP
Thaís,Barbosa,ThaisRochaBarbosa@einrot.com,Hortolândia,SP
Vitor,Rodrigues,VitorLimaRodrigues@dayrep.com,Rio de Janeiro,RJ
Ágatha,Dias,AgathaOliveiraDias@armyspy.com,Belo Horizonte,MG
Evelyn,Souza,EvelynAlmeidaSouza@jourrapide.com,Ponta Grossa,PR
Kauê,Cardoso,KaueFernandesCardoso@cuvox.de,São Paulo,SP
Samuel,Silva,SamuelGoncalvesSilva@superrito.com,Petrópolis,RJ
Davi,Araujo,DaviRibeiroAraujo@rhyta.com,Marília,SP
Gabriela,Cunha,GabrielaAraujoCunha@gustr.com,Itatiba,SP
Sarah,Santos,SarahRodriguesSantos@einrot.com,São Bernardo do Campo,SP
Fernanda,Barros,FernandaMeloBarros@rhyta.com,Araras,SP
Daniel,Carvalho,DanielMeloCarvalho@dayrep.com,Juiz de Fora,MG
Thaís,Rocha,ThaisCastroRocha@armyspy.com,Salvador,BA
Thaís,Castro,ThaisSousaCastro@teleworm.us,Cascavel,PR
Leonor,Souza,LeonorAraujoSouza@superrito.com,Cuiabá,MT
Gabrielly,Fernandes,GabriellyGomesFernandes@gustr.com,Juiz de Fora,MG
Renan,Ribeiro,RenanDiasRibeiro@gustr.com,Rio de Janeiro,RJ
Rafael,Fernandes,RafaelMartinsFernandes@gustr.com,São João de Meriti,RJ
Júlia,Rodrigues,JuliaCavalcantiRodrigues@superrito.com,São José do Rio Preto,SP
Julia,Rodrigues,JuliaAlmeidaRodrigues@dayrep.com,Bragança Paulista,SP
Sarah,Goncalves,SarahBarrosGoncalves@gustr.com,Macaé,RJ
Kauê,Martins,KaueMeloMartins@dayrep.com,Esteio,RS
Luana,Ferreira,LuanaPereiraFerreira@jourrapide.com,Colombo,PR
Leonardo,Cardoso,LeonardoPereiraCardoso@einrot.com,Cachoeira do Sul,RS
Marina,Goncalves,MarinaGomesGoncalves@jourrapide.com,Goiânia,GO
Júlia,Rocha,JuliaAlvesRocha@teleworm.us,Niterói,RJ
Rafaela,Barros,RafaelaMeloBarros@gustr.com,Fortaleza,CE
Rafael,Araujo,RafaelAlmeidaAraujo@jourrapide.com,Belo Horizonte,MG
Luana,Costa,LuanaAraujoCosta@fleckens.hu,Betim,MG
Rebeca,Melo,RebecaSantosMelo@jourrapide.com,Curitiba,PR
Gustavo,Pereira,GustavoMeloPereira@teleworm.us,Sobradinho,DF
Thiago,Fernandes,ThiagoRodriguesFernandes@einrot.com,Blumenau,SC
Kauã,Sousa,KauaCarvalhoSousa@cuvox.de,São Leopoldo,RS
Leonor,Costa,LeonorRodriguesCosta@cuvox.de,Niterói,RJ
Martim,Correia,MartimPintoCorreia@cuvox.de,Resende,RJ
Gabrielle,Correia,GabrielleCardosoCorreia@rhyta.com,Novo Hamburgo,RS
Bruno,Goncalves,BrunoRibeiroGoncalves@teleworm.us,Taubaté,SP
Samuel,Barbosa,SamuelCastroBarbosa@armyspy.com,São Paulo,SP
Matheus,Rodrigues,MatheusMartinsRodrigues@armyspy.com,Marília,SP
Luís,Cunha,LuisOliveiraCunha@cuvox.de,Santo André,SP
Bruna,Goncalves,BrunaDiasGoncalves@rhyta.com,Riacho Fundo,DF
José,Sousa,JoseLimaSousa@rhyta.com,São Paulo,SP
Yasmin,Martins,YasminSilvaMartins@fleckens.hu,Rio de Janeiro,RJ
Brenda,Barbosa,BrendaSantosBarbosa@fleckens.hu,Londrina,PR
Nicole,Ferreira,NicoleLimaFerreira@fleckens.hu,São Luís,MA
Enzo,Ribeiro,EnzoCardosoRibeiro@superrito.com,Belo Horizonte,MG
Camila,Almeida,CamilaCunhaAlmeida@cuvox.de,Belo Horizonte,MG
Vitor,Azevedo,VitorFernandesAzevedo@teleworm.us,Juiz de Fora,MG
Luana,Almeida,LuanaBarrosAlmeida@armyspy.com,Itaquaquecetuba,SP
Vitoria,Sousa,VitoriaPereiraSousa@gustr.com,Tatuí,SP
Pedro,Rocha,PedroPintoRocha@rhyta.com,Belo Horizonte,MG
Vitoria,Correia,VitoriaBarrosCorreia@fleckens.hu,Porto Alegre,RS
Júlio,Souza,JulioGoncalvesSouza@dayrep.com,Goiânia,GO
Erick,Melo,ErickCorreiaMelo@teleworm.us,Cabo Frio,RJ
Caio,Castro,CaioCardosoCastro@superrito.com,Araçatuba,SP
Thaís,Barbosa,ThaisPereiraBarbosa@einrot.com,Japeri,RJ
Sophia,Souza,SophiaBarbosaSouza@teleworm.us,Campo Grande,MS
Melissa,Ferreira,MelissaAzevedoFerreira@rhyta.com,São Paulo,SP
Guilherme,Ribeiro,GuilhermeOliveiraRibeiro@gustr.com,Aracaju,SE
Leila,Barbosa,LeilaBarrosBarbosa@cuvox.de,Caraguatatuba,SP
Luiza,Alves,LuizaCardosoAlves@armyspy.com,Limeira,SP
Felipe,Costa,FelipeCarvalhoCosta@dayrep.com,Teresópolis,RJ
Eduarda,Cunha,EduardaPintoCunha@superrito.com,Itapetininga,SP
Vitória,Souza,VitoriaSousaSouza@superrito.com,Maringá,PR
Leonor,Ferreira,LeonorAzevedoFerreira@fleckens.hu,Cachoeiro de Itapemirim,ES
Arthur,Silva,ArthurCostaSilva@gustr.com,Florianópolis,SC
Isabella,Costa,IsabellaDiasCosta@einrot.com,Duque de Caxias,RJ
Ryan,Oliveira,RyanAlvesOliveira@rhyta.com,Umuarama,PR
Julia,Costa,JuliaPintoCosta@fleckens.hu,Rio de Janeiro,RJ
Cauã,Ferreira,CauaSousaFerreira@superrito.com,Brasília,DF
Luana,Araujo,LuanaFerreiraAraujo@jourrapide.com,Maceió,AL
Joao,Araujo,JoaoCardosoAraujo@rhyta.com,Campinas,SP
Joao,Sousa,JoaoDiasSousa@superrito.com,Várzea Grande,MT
Igor,Melo,IgorCostaMelo@gustr.com,Santo André,SP
Miguel,Almeida,MiguelCunhaAlmeida@gustr.com,Timon,MA
Douglas,Costa,DouglasCavalcantiCosta@rhyta.com,Palmas,TO
Emily,Gomes,EmilyRodriguesGomes@teleworm.us,Manaus,AM
Maria,Dias,MariaSilvaDias@rhyta.com,Taboão da Serra,SP
Samuel,Silva,SamuelLimaSilva@fleckens.hu,Belém,PA
Alex,Cunha,AlexAraujoCunha@jourrapide.com,São Paulo,SP
Emilly,Cardoso,EmillyAlmeidaCardoso@rhyta.com,Santa Maria,DF
Sofia,Dias,SofiaMartinsDias@rhyta.com,Uberaba,MG
Tânia,Dias,TaniaSousaDias@einrot.com,Nilópolis,RJ
Pedro,Rocha,PedroAlmeidaRocha@cuvox.de,Três Rios,RJ
Fábio,Oliveira,FabioSouzaOliveira@jourrapide.com,Osasco,SP
Eduarda,Barros,EduardaCardosoBarros@dayrep.com,Marília,SP
Nicole,Correia,NicoleCunhaCorreia@dayrep.com,Curitiba,PR
Mateus,Oliveira,MateusRodriguesOliveira@gustr.com,Taubaté,SP
Renan,Alves,RenanCorreiaAlves@superrito.com,Cachoeiro de Itapemirim,ES
Joao,Cunha,JoaoAraujoCunha@armyspy.com,Brasília,DF
Renan,Martins,RenanCostaMartins@teleworm.us,Blumenau,SC
Douglas,Pinto,DouglasBarbosaPinto@armyspy.com,São Paulo,SP
Ágatha,Lima,AgathaAlmeidaLima@superrito.com,Coronel Fabriciano,MG
Letícia,Azevedo,LeticiaBarrosAzevedo@teleworm.us,Natal,RN
Gabrielle,Goncalves,GabrielleCostaGoncalves@gustr.com,Itapetininga,SP
Mateus,Gomes,MateusSantosGomes@jourrapide.com,Ribeirão Preto,SP
Kauã,Silva,KauaDiasSilva@teleworm.us,São Paulo,SP
Anna,Rodrigues,AnnaCostaRodrigues@armyspy.com,Guará,DF
